,manufacturer,car_name,year,no_of_owners,kms_driven,city,transmission,mileage,fuel_type,mode_of_sale,seats,engine,max_power,price,links
494,Ford,Ecosport,2016,First,"40,000",amritsar,Manual,23.0,Diesel,Dealer,5,1498,98.96,6.5,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Ambiente-BSIV-cars-Amritsar_674627140F411A17635844C87BC1A89D.htm
495,Hyundai,Xcent,2014,Second,"53,000",amritsar,Manual,19.1,Petrol,Dealer,5,1197,82,4.25,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-2016-2017-1.2-Kappa-S-cars-Amritsar_2D244F1766A108967A8CB2B06AFB2B0E.htm
496,Nissan,Micra,2015,First,"60,000",amritsar,Manual,23.08,Diesel,Dealer,5,1461,63.1,4.35,https://www.cardekho.com/used-car-details/used-Nissan-Micra-2012-2017-Diesel-XL-Optional-cars-Amritsar_CEC744313726F83F73307734C3462404.htm
497,Hyundai,i20,2013,First,"80,000",amritsar,Manual,21.9,Diesel,Dealer,5,1396,88.76,3.9,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2012-2014-Magna-1.4-CRDi-(Diesel)-cars-Amritsar_5E90A191E89DF00E3F4717AF8EF9BA5B.htm
498,Honda,City,2014,First,"80,000",amritsar,Manual,26.0,Diesel,Dealer,5,1498,98.6,6.25,https://www.cardekho.com/used-car-details/used-Honda-City-2015-2017-i-DTec-V-cars-Amritsar_08BDA4A0F76FC99EC47C5ED816740A41.htm
499,Maruti,Celerio,2016,Second,"48,000",amritsar,Manual,27.62,Diesel,Dealer,5,793,47,3.9,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-2014-2017-VDi-cars-Amritsar_21B0208735140478656E2C1851F1A1BC.htm
500,Nissan,Micra,2013,First,"60,000",amritsar,Manual,23.08,Diesel,Dealer,5,1461,63.1,3.75,https://www.cardekho.com/used-car-details/used-Nissan-Micra-2012-2017-Diesel-XL-Optional-cars-Amritsar_28D463D5FB144C22F353FE8988627D9A.htm
501,Volkswagen,Jetta,2009,First,"69,000",amritsar,Manual,14.0,Petrol,Dealer,5,1595,102,3.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Jetta-2007-2011-1.6-Trendline-cars-Amritsar_C0422C05C7F1FAB26F67FC312D8598AA.htm
502,Hyundai,EON,2015,First,"55,000",amritsar,Manual,20.3,Petrol,Dealer,5,998,68.05,3.15,https://www.cardekho.com/used-car-details/used-Hyundai-EON-1.0-Kappa-Magna-Plus-Optional-cars-Amritsar_6F162B94A19E973ED7B6FC888CD4450A.htm
503,BMW,3,2019,First,"8,000",benaras,Automatic,15.34,Petrol,Dealer,5,1998,248,48.5,https://www.cardekho.com/used-car-details/used-BMW-3-Series-GT-M-Sport-Petrol-cars-New-Delhi_8DB094119A0ED9ED1FDF0AB24C6C9EEB.htm
504,Mercedes-Benz,GLS,2019,First,"24,501",benaras,Automatic,11.0,Diesel,Dealer,7,2987,258,79,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-GLS-2016-2020-350d-4MATIC-cars-Mumbai_601DC1811D3231B7769683AA4C66774C.htm
505,BMW,X4,2019,First,"16,110",benaras,Automatic,16.78,Diesel,Dealer,5,1995,190,56.75,https://www.cardekho.com/used-car-details/used-BMW-X4-M-Sport-X-xDrive20d-cars-New-Delhi_1C4428E0B4FD556A378608C2232D6445.htm
506,BMW,5,2016,First,"42,000",benaras,Automatic,18.12,Diesel,Dealer,5,1995,190,25.75,https://www.cardekho.com/used-car-details/used-BMW-5-Series-2013-2017-520d-Luxury-Line-cars-New-Delhi_797943735DBC277ADB1A1D2CE8854B97.htm
507,Maruti,Celerio,2014,First,"75,676",benaras,Manual,23.1,Petrol,Individual,5,998,67.04,2.5,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-2014-2017-VXI-cars-Margao_329DD16F408C99BDAA66BA2DDB68C6D8.htm
508,Renault,Captur,2018,First,"12,300",benaras,Manual,20.37,Diesel,Individual,5,1461,108.45,9.5,https://www.cardekho.com/used-car-details/used-Renault-Captur-1.5-Diesel-Platine-cars-Thiruvananthapuram_531EC2A8675CBAEA9B5D5354CF3B627D.htm
509,Kia,Seltos,2020,First,"11,055",benaras,Manual,20.8,Diesel,Trustmark Dealer,5,1493,113.4,16.9,https://www.cardekho.com/used-car-details/used-Kia-Seltos-HTX-D-cars-Jaipur_C7AA51357B6681204C362C2351BA1F9E.htm
510,Maruti,Swift,2019,First,"21,000",benaras,Manual,22.0,Petrol,Dealer,5,1197,81.80,6.65,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-BS-IV-cars-Ghaziabad_29EC341B0EBF9045ABCE7607395C336B.htm
511,Maruti,Baleno,2017,First,"14,000",benaras,Manual,21.4,Petrol,Dealer,5,1197,83.1,6.37,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-New-Delhi_C908ED1A05D18D783455256F0FB9671E.htm
512,Maruti,Ciaz,2017,First,"50,000",benaras,Automatic,19.12,Petrol,Dealer,5,1373,91.1,7.25,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-1.4-AT-Zeta-cars-Faridabad_56E5ED45B4C990545C443CCDB316E05B.htm
513,Maruti,Vitara,2018,First,"33,000",benaras,Automatic,24.3,Diesel,Dealer,5,1248,88.5,8.9,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-ZDi-Plus-AMT-cars-Ghaziabad_1607E83862CF91C4CE6CB135359C901E.htm
514,Toyota,Glanza,2019,First,"10,000",benaras,Automatic,19.56,Petrol,Dealer,5,1197,81.80,8.35,https://www.cardekho.com/used-car-details/used-Toyota-Glanza-V-CVT-cars-Faridabad_B7D701DD6DC80A13F74042AB750C1C5F.htm
515,Honda,City,2015,First,"40,893",benaras,Automatic,18.0,Petrol,Trustmark Dealer,5,1497,117.3,7.85,https://www.cardekho.com/used-car-details/used-Honda-City-2014-2015-i-VTEC-CVT-VX-cars-Thane_0810A220B6E28590F9CDB13B23D607BF.htm
516,Maruti,Baleno,2017,First,"25,398",benaras,Manual,21.4,Petrol,Trustmark Dealer,5,1197,83.1,6.25,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-New-Delhi_20EBEA61E1EFA4CB638766DBF7B9BB8C.htm
517,Maruti,Alto,2015,First,"23,959",benaras,Automatic,23.95,Petrol,Trustmark Dealer,5,998,67.05,3.45,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-AMT-cars-Noida_781070F3F50B1C7E4B6D69AAEDE3DB9E.htm
518,Honda,City,2016,First,"56,436",benaras,Automatic,18.0,Petrol,Trustmark Dealer,5,1497,117.3,8.25,https://www.cardekho.com/used-car-details/used-Honda-City-2015-2017-i-VTEC-CVT-VX-cars-Thane_18A423ED4DDBBAE02D00A844FDE35467.htm
519,Hyundai,Grand,2016,First,"40,124",benaras,Manual,18.9,Petrol,Trustmark Dealer,5,1197,81.86,4.75,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Sportz-BSIV-cars-Jaipur_44FA3A726BBAD07BFB54D0C5F987CE2D.htm
520,Mahindra,XUV300,2019,First,"9,566",benaras,Manual,20.0,Diesel,Dealer,5,1497,115,11.6,https://www.cardekho.com/used-car-details/used-Mahindra-XUV300-W8-Option-Diesel-BSIV-cars-Mumbai_D8B4F09F2DE094533F3AD79530EE068D.htm
521,Mahindra,XUV300,2019,First,"9,560",benaras,Manual,20.0,Diesel,Dealer,5,1497,115,11.75,https://www.cardekho.com/used-car-details/used-Mahindra-XUV300-W8-Option-Diesel-BSIV-cars-Mumbai_E167F91639994A08271A6ECA525EF737.htm
522,Volkswagen,Polo,2019,First,"9,000",benaras,Manual,17.74,Petrol,Dealer,5,999,75.10,6.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.0-MPI-Comfortline-cars-Mumbai_2B071F692A500BC8B86A18DA4959134A.htm
523,Hyundai,Accent,2008,Second,"80,000",bhadrachalam,Manual,13.2,Petrol,Individual,5,1495,94,1.6,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-GLE-cars-Bhadrachalam_0E46EA24E7D17587DEEC2C8B832C4ED5.htm
524,Toyota,Etios,2012,Second,"77,000",bhadrachalam,Manual,23.59,Diesel,Individual,5,1364,null,3.5,https://www.cardekho.com/used-car-details/used-Toyota-Etios-Liva-2011-2012-GD-cars-Bhadrachalam_2A58BCD9870AE3F079420A852FD924D8.htm
525,Mahindra,XUV500,2015,First,"85,000",bhilai,Manual,16.0,Diesel,Individual,7,2179,140,9.36,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Bhilai_494E2F82D8229CB17E580A906A038DED.htm
526,Maruti,Wagon,2012,First,"1,10,000",bhilai,Manual,26.2 ,CNG,Individual,5,998,58.2,2.3,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-2010-2012-LXI-CNG-cars-Bhilai_E6522035A42C69D620826C5EDE10BD40.htm
527,Maruti,Swift,2011,Second,"50,000",bhilai,Manual,22.9,Diesel,Individual,5,1248,74,2.8,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2011-2014-VDI-cars-Bhilai_9D0FB33FBC87C357C5C7B9A47AD6E494.htm
528,Hyundai,i10,2011,Second,"70,000",bhilai,Manual,19.81,Petrol,Individual,5,1086,68.05,2.5,https://www.cardekho.com/used-car-details/used-Hyundai-i10-Sportz-1.1L-cars-Bhilai_4C3F66F0275FC3F578182774F7AAB62C.htm
529,Mercedes-Benz,E-Class,2013,First,"1,77,000",bhilai,Automatic,14.21,Diesel,Individual,5,2143,203,16,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-E-Class-2009-2012-E250-CDI-Classic-cars-Bhilai_A1147CEAC622BFE3CC95B326AB4EDCE5.htm
530,Mitsubishi,Pajero,2009,First,"1,00,000",bhilai,Manual,10.5,Diesel,Individual,6,2835,107.2,6,https://www.cardekho.com/used-car-details/used-Mitsubishi-Pajero-2002-2012-2.8-SFX-cars-Bhilai_B058645CDB8BEC29C2C285D002A39ABB.htm
531,Hyundai,EON,2016,First,"15,000",bhilai,Manual,21.1,Petrol,Individual,5,814,55.2,2.5,https://www.cardekho.com/used-car-details/used-Hyundai-EON-Magna-Plus-cars-Bhilai_2CC1C8483A25A45BBA24A4411AD269CC.htm
532,Jeep,Compass,2018,First,"15,000",bhilai,Manual,17.1,Diesel,Individual,5,1956,170,14,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2017-2021-2.0-Longitude-BSIV-cars-Bhilai_E4DB9A849A9BBF2357B7EB85690AFECF.htm
533,Land,Rover,2018,First,"25,000",bhilai,Automatic,9.17,Petrol,Individual,7,2995,335.25,62,https://www.cardekho.com/used-car-details/used-Land-Rover-Discovery-HSE-Luxury-3.0-Si6-cars-Bhilai_0AB580CE0CB2D94663B9FB3310CEFEBC.htm
534,Ford,Fiesta,2007,Second,"57,000",bhilai,Manual,17.8,Diesel,Individual,5,1399,null,1.5,https://www.cardekho.com/used-car-details/used-Ford-Fiesta-2004-2010-1.4-SXI-Duratorq-cars-Bhilai_38C9D44A32D9142D7263AB48CCD1FAC2.htm
535,Toyota,Corolla,2010,Third,"1,00,000",bhilai,Manual,21.43,Diesel,Individual,5,1364,87.2,3,https://www.cardekho.com/used-car-details/used-Toyota-Corolla-Altis-2010-2013-Diesel-D4DG-cars-Bhilai_F48743114CF08B613868B825A0C8081B.htm
536,Hyundai,Grand,2016,First,"50,000",bhilai,Manual,18.9,Petrol,Individual,5,1197,82,3.6,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Magna-cars-Bhilai_8043900CAE97DE18D44283C16065D174.htm
537,Maruti,Alto,2017,First,"14,400",bhilai,Manual,23.95,Petrol,Individual,5,998,67.05,3.2,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-cars-Bhilai_A29B01A666CFF733107D849288FF7F9E.htm
538,Mahindra,Xylo,2012,First,"50,000",bhilai,Manual,13.0,Diesel,Individual,8,2179,120,3.45,https://www.cardekho.com/used-car-details/used-Mahindra-Xylo-2012-2014-E9-cars-Bhilai_918F34B1F383A27DAA16404AE58A1401.htm
539,Maruti,Celerio,2018,First,"18,000",bhilai,Manual,21.63,Petrol,Individual,5,998,67,4.6,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-X-ZXI-Option-BSIV-cars-Bhilai_3666D95E1213B0416F4956A6C9CAB096.htm
540,Ford,Ecosport,2016,First,"72,000",bhilai,Manual,22.77,Diesel,Individual,5,1498,98.59,6.5,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Bhilai_9FE7EDB9BF0E6BAE61F4FE1E3048F053.htm
541,Maruti,Wagon,2009,First,"1,02,558",bhilai,Manual,18.9,Petrol,Individual,5,1061,67,1.2,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-2006-2010-LXI-Minor-cars-Bhilai_B1F807181816478989D97BC3FFE2DAA8.htm
542,Hyundai,Santro,2007,First,"50,000",bhilai,Manual,0.0,Petrol,Individual,5,999,null,1.1,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-GLS-II---Euro-I-cars-Bhilai_9F0E21A788F7D7474989436428D4AC83.htm
543,Maruti,Celerio,2018,First,"1,00,000",bhilai,Automatic,23.1,Petrol,Individual,5,998,67.04,4.5,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-ZXI-AMT-BSIV-cars-Bhilai_E0FD2506E70C267D3994A12FBADB121F.htm
544,Hyundai,Verna,2012,First,"50,000",bhilai,Manual,17.1,Petrol,Individual,5,1591,121.3,4.5,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-(O)-cars-Bhilai_282FA339342FEB56F51546465D4BF2D1.htm
545,Toyota,Innova,2008,Third,"80,000",bhimavaram,Manual,12.8,Diesel,Individual,8,2494,102,4.51,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2004-2011-2.5-G-(Diesel)-7-Seater-BS-IV-cars-Bhimavaram_3E150CA51069A24A93474C656D99473A.htm
546,Maruti,Baleno,2017,First,"80,000",bhimavaram,Manual,27.39,Diesel,Individual,5,1248,74,6,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.3-Sigma-cars-Bhimavaram_45F64FBB52EC1187587549733852B278.htm
547,Maruti,Ritz,2013,Second,"1,30,000",bhimavaram,Manual,23.2,Diesel,Individual,5,1248,73.94,2.85,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VDi-cars-Bhimavaram_F1A5DE92020D41E1B6C052D9EB11B40D.htm
548,Hyundai,Grand,2016,First,"20,000",bhimavaram,Manual,18.9,Petrol,Individual,5,1197,82,5.5,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Asta-cars-Bhimavaram_8360E6C15B494B8D81470A46DE7FEC94.htm
549,Maruti,SX4,2017,First,"70,000",bhimavaram,Manual,25.1,Diesel,Individual,5,1248,88.5,7.4,https://www.cardekho.com/used-car-details/used-Maruti-S-Cross-2017-2020-Sigma-DDiS-200-SH-cars-Bhimavaram_E122A0F03ACF1613B94C6AE0A47BE28C.htm
550,Maruti,Ritz,2012,Second,"1,20,000",bhimavaram,Manual,23.2,Diesel,Individual,5,1248,73.94,3,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VDi-cars-Bhimavaram_7ADBA817356ED11284227D5CC53B4DAB.htm
551,Hyundai,i20,2015,First,"70,000",bhimavaram,Manual,22.54,Diesel,Individual,5,1396,88.73,5.9,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2014-2015-Asta-1.4-CRDi-cars-Bhimavaram_76CACFCBE2C28EB43F51FCDAF957B151.htm
552,Maruti,Ritz,2013,Second,"1,20,000",bhimavaram,Manual,23.2,Diesel,Individual,5,1248,73.94,3,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VDi-cars-Bhimavaram_133B4AF1441537F077007F9766610B94.htm
553,Chevrolet,Beat,2011,Second,"90,000",bhimavaram,Manual,18.6,Petrol,Individual,5,1199,79.4,1.35,https://www.cardekho.com/used-car-details/used-Chevrolet-Beat-2010-2013-LT-cars-Bhimavaram_A842F74ADAE2CB30AD8014AA06A69AC0.htm
554,Maruti,Swift,2008,Second,"1,26,000",bhimavaram,Manual,17.8,Diesel,Individual,5,1248,75,2.75,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2004-2011-Vdi-BSIII-cars-Bhimavaram_351B1AC5ECFD0954ECC87DA8ACD59ECC.htm
555,Toyota,Innova,2014,Second,"235,000",bhimavaram,Manual,12.99,Diesel,Individual,7,2494,100.57,10.5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-EV-Diesel-PS-7-Seater-BSIII-cars-Bhimavaram_79D673D3FEB1D050B7B932D773B2A25F.htm
556,Maruti,Wagon,2017,First,"40,000",bhind,Manual,20.51,Petrol,Individual,5,998,67.04,3.7,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Bhind_4AC2FCCA6F9D44DD182385F27435AFA8.htm
557,Renault,Lodgy,2019,First,"70,000",bhind,Manual,21.04,Diesel,Individual,7,1461,83.8,9.5,https://www.cardekho.com/used-car-details/used-Renault-Lodgy-85PS-RxE-7-Seater-cars-Bhind_E52073ABE2015370A7DBC8740BF07B61.htm
558,Hyundai,i20,2017,First,"35,000",bhind,Manual,18.6,Petrol,Individual,5,1197,81.83,6.9,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2015-2017-Asta-1.2-cars-Bhind_7C49358C69A8468F7E3BC761EA3CAE6F.htm
559,Mahindra,KUV,2020,First,"35,000",bhind,Manual,25.32,Diesel,Individual,6,1198,77,7.86,https://www.cardekho.com/used-car-details/used-Mahindra-KUV-100-D75-K8-Dual-Tone-cars-Bhind_B79BBCBDC298C183FC16A5BFE4F70CA2.htm
560,Mahindra,KUV,2018,First,"35,000",bhind,Manual,25.32,Diesel,Individual,6,1198,77,7.86,https://www.cardekho.com/used-car-details/used-Mahindra-KUV-100-D75-K8-Dual-Tone-cars-Bhind_D8619BD8050D95E5066A635BD20C81DD.htm
561,Maruti,Swift,2011,Second,"90,000",bhind,Manual,19.3,Diesel,Individual,5,1248,73.9,3.15,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-Bhind_15A9B6CAB9681C56BCEEEF2B3F50F154.htm
562,Mahindra,Bolero,2003,First,"1,20,000",bhind,Manual,13.6,Diesel,Individual,7,2523,63,1,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2001-2010-DI-DX-7-Seater-cars-Bhind_165FE3E8DE3557A30FFAC78A16457AF1.htm
563,Hyundai,i20,2016,First,"85,000",bhind,Manual,22.54,Diesel,Individual,5,1396,88.73,5.5,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-Option-1.4-CRDi-cars-Bhind_150910CE479657C3281B651EABE1CB54.htm
564,Tata,New,2012,First,"80,000",bhind,Manual,13.93,Diesel,Individual,7,2179,138.03,2.85,https://www.cardekho.com/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-EX-4x2-BS-IV-cars-Bhind_06A6AD0D5C9FF62DF4AE101EE7641410.htm
565,Maruti,Vitara,2018,First,"45,000",bhind,Manual,24.3,Diesel,Individual,5,1248,88.5,9.5,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-ZDi-Plus-Dual-Tone-cars-Bhind_EA2EDF2B9D1CD63E1A4D974D840A90B1.htm
566,Mahindra,Scorpio,2012,Fourth & Abov,"1,37,000",bhind,Manual,13.5,Diesel,Individual,5,2179,115,3.75,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-M2DI-cars-Bhind_EF4CA7FF47AB6535D889CE33FBC64C8A.htm
567,Maruti,Swift,2010,Third,"1,20,000",bhind,Manual,19.3,Diesel,Individual,5,1248,73.9,2.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-ZDi-cars-Bhind_C86107C65A880C1804C61635E8CE00ED.htm
568,Ford,Figo,2015,Third,"40,000",bhojpur,Manual,25.83,Diesel,Individual,5,1498,99,3.5,https://www.cardekho.com/used-car-details/used-Ford-Figo-2015-2019-1.5D-Titanium-MT-cars-Bhojpur_D40FD096E9404B8C3221E3655DD7373B.htm
569,Tata,Tigor,2019,First,"50,000",bhojpur,Manual,24.7,Diesel,Individual,5,1047,69,4,https://www.cardekho.com/used-car-details/used-Tata-Tigor-2017-2020-1.05-Revotorq-XE-cars-Bhojpur_CCE47F0A657BB3D4047775C31291CF4C.htm
570,Volkswagen,Polo,2013,First,"54,871",bhopal,Manual,22.07,Diesel,Dealer,5,1199,73.9,4.5,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Comfortline-1.2L-cars-Bhopal_7959DDC4F8CC696CC968C54D9EB5EAB2.htm
571,Ford,EcoSport,2013,First,"78,400",bhopal,Manual,22.7,Diesel,Dealer,5,1498,89.84,5.75,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Trend-cars-Bhopal_E17124574C6E7C19F4F4C28AFE93D261.htm
572,Tata,Sumo,2012,First,"60,000",bhopal,Manual,14.07,Diesel,Individual,7,2956,68.4,4,https://www.cardekho.com/used-car-details/used-Tata-Sumo-Gold-GX-BSIII-cars-Bhopal_FBC2B31BB25DD3C668A30D2E587F329C.htm
573,Hyundai,Creta,2017,First,"53,400",bhopal,Manual,21.38,Diesel,Dealer,5,1396,88.7,9.25,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.4-CRDi-S-cars-Bhopal_91A01DC635B704CB49A12EF8C87D1007.htm
574,Maruti,Ciaz,2018,First,"38,304",bhopal,Manual,28.09,Diesel,Dealer,5,1248,88.50,8.5,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Zeta-Diesel-cars-Bhopal_3118DD31F377FED2B316929BA297FA29.htm
575,Mahindra,Bolero,2016,First,"58,519",bhopal,Manual,15.96,Diesel,Dealer,7,2523,62.1,5.75,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2011-2019-SLE-cars-Bhopal_E2D8B3C6F042BF3BF17419338F869965.htm
576,Maruti,Swift,2016,First,"51,000",bhopal,Manual,25.2,Diesel,Dealer,5,1248,74,4.9,https://www.cardekho.com/used-car-details/used-Maruti-Swift-LDI-Optional-cars-Bhopal_62CE4B964B9676A6F3AA676C5A5C5003.htm
577,Hyundai,i20,2016,First,"49,386",bhopal,Manual,18.6,Petrol,Dealer,5,1197,81.83,5.25,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.2-cars-Bhopal_0E0A2E5FB2DDA0FC12E982A33C11A128.htm
578,Maruti,Ciaz,2016,First,"58,946",bhopal,Manual,26.21,Diesel,Dealer,5,1248,88.5,6.4,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-2014-2017-VDi-cars-Bhopal_C0E6CDB8B43E8379F2A45AFE4FE414FC.htm
579,Maruti,Alto,2018,First,"13,309",bhopal,Manual,24.7,Petrol,Dealer,5,796,47.3,3.5,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Bhopal_04BB4D4E8D530A3C17DA39575D46B7BC.htm
580,Hyundai,Grand,2017,First,"26,000",bhopal,Manual,18.9,Petrol,Dealer,5,1197,82,4.75,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2016-2017-Sportz-cars-Bhopal_3BCA3123020F34BA976AD362013C1F0A.htm
581,Maruti,Alto,2018,First,"18,542",bhopal,Manual,24.7,Petrol,Dealer,5,796,47.3,3.5,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Bhopal_786D7582000BBF750952A62076431275.htm
582,Maruti,Baleno,2019,First,"19,845",bhopal,Manual,21.4,Petrol,Dealer,5,1197,83.1,6.7,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Bhopal_B145055807991A29359D36998662EF5C.htm
583,Maruti,Swift,2017,First,"29,845",bhopal,Manual,20.4,Petrol,Dealer,5,1197,81.80,5.3,https://www.cardekho.com/used-car-details/used-Maruti-Swift-LXI-Option-cars-Bhopal_79F10CD63EC8B086C7580537A4205BFE.htm
584,Renault,Pulse,2014,First,"74,675",bhopal,Manual,23.08,Diesel,Dealer,5,1461,63.12,4.25,https://www.cardekho.com/used-car-details/used-Renault-Pulse-2012-2014-RxZ-cars-Bhopal_27EECA4535FCBBFB2B7484A5404563E1.htm
585,Maruti,Alto,2015,First,"45,000",bhopal,Manual,23.95,Petrol,Dealer,5,998,67.05,3.25,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-Optional-cars-Bhopal_1BF2252B5A1157A674A70F0C2C6DA270.htm
586,Hyundai,EON,2016,First,"38,221",bhopal,Manual,21.1,Petrol,Dealer,5,814,55.2,3.15,https://www.cardekho.com/used-car-details/used-Hyundai-EON-Era-cars-Bhopal_639BBCF1DBFA1ABD34DCCF3AA00624B1.htm
587,Skoda,Rapid,2014,First,"42,855",bhopal,Automatic,14.84,Petrol,Dealer,5,1598,103.2,4.4,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-1.6-MPI-AT-Ambition-BSIV-cars-Bhopal_42D673DC8873ED0CA1A926B8F270A033.htm
588,Honda,Amaze,2013,First,"49,875",bhopal,Manual,25.8,Diesel,Dealer,5,1498,98.6,4.65,https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-i-DTEC-cars-Bhopal_C0EE7DDE646DCEAA7C8E698F2F5517D1.htm
589,Hyundai,Xcent,2017,First,"41,000",bhopal,Manual,24.4,Diesel,Dealer,5,1120,71,4.9,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-2016-2017-1.1-CRDi-Base-cars-Bhopal_692BB0E3A991E2514FE927ACC603BB5D.htm
590,Volkswagen,Vento,2015,Second,"60,000",bhubaneswar,Automatic,21.21,Diesel,Individual,5,1498,103.2,3.5,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2013-2015-1.5-TDI-Comfortline-AT-cars-Bhubaneswar_B0B555884FBD93621BA8FBB87EEC9ACA.htm
591,Tata,Indigo,2015,First,"52,000",bhubaneswar,Manual,19.09,Diesel,Dealer,5,1405,69.01,2.8,https://www.cardekho.com/used-car-details/used-Tata-Indigo-CS-LX-(TDI)-BS-III-cars-Bhubaneswar_A1D4D91D7F1A2050AD1723045997D8AE.htm
592,Hyundai,Venue,2019,First,"28,000",bhubaneswar,Manual,23.7,Diesel,Dealer,5,1493,98.6,10.8,https://www.cardekho.com/used-car-details/used-Hyundai-Venue-SX-Opt-Dual-Tone-Diesel-cars-Bhubaneswar_00A05FBD4B48F7FC7B456D4A12133F90.htm
593,Maruti,Alto,2017,First,"33,249",bhubaneswar,Manual,24.7,Petrol,Dealer,5,796,47.3,2.8,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-cars-Bhubaneswar_0BCC0373118F3AC8293F8499076D6BF7.htm
594,Mahindra,Bolero,2017,First,"47,577",bhubaneswar,Manual,15.96,Diesel,Dealer,7,2523,62.1,6.8,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2011-2019-ZLX-cars-Bhubaneswar_B11C4898F874572535686961E5978D1E.htm
595,Toyota,Innova,2014,First,"56,000",bhubaneswar,Manual,12.99,Diesel,Dealer,8,2494,100.6,10,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G-(Diesel)-8-Seater-cars-Bhubaneswar_C29094D08D11D3F5BC336DF99BED9692.htm
